r,z,vgr,u,v,w
67500.0,0.0,14.814814814814815,0.0,14.814814814814815,0.0
67887.29833462075,0.0,14.730296013120707,0.0,14.730296013120707,0.0
68112.70166537925,0.0,14.681549484158639,0.0,14.681549484158639,0.0
68500.0,0.0,14.598540145985401,0.0,14.598540145985401,0.0
68887.29833462075,0.0,14.516464198414196,0.0,14.516464198414196,0.0
69112.70166537925,0.0,14.46912037734638,0.0,14.46912037734638,0.0
69500.0,0.0,14.388489208633093,0.0,14.388489208633093,0.0
69887.29833462075,0.0,14.308751716399092,0.0,14.308751716399092,0.0
70112.70166537925,0.0,14.262750917410262,0.0,14.262750917410262,0.0
70500.0,0.0,14.184397163120567,0.0,14.184397163120567,0.0
70887.29833462075,0.0,14.106899592639836,0.0,14.106899592639836,0.0
71112.70166537925,0.0,14.062185468715548,0.0,14.062185468715548,0.0
71500.0,0.0,13.986013986013987,0.0,13.986013986013987,0.0
71887.29833462075,0.0,13.910663262725544,0.0,13.910663262725544,0.0
72112.70166537925,0.0,13.867182575411569,0.0,13.867182575411569,0.0
72500.0,0.0,13.793103448275861,0.0,13.793103448275861,0.0
